ИНН;КПП;ОГРН;Наименование краткое;Наименование полное;Адрес юридический;Индекс;Регион (область);Район;Город / населённый пункт;E-mail;Телефоны;Сайт;Источник контактов;Должность руководителя;ФИО руководителя;Численность работников;Численность на дату;ОКВЭД;ОКВЭД наименование;Статус
0905006739;090501001;1020900774674;"МБОУ ""СОШ А.УЧКУЛАН ИМ.И.М.БАЙРАМУКОВА""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА АУЛА УЧКУЛАН ИМЕНИ ИЛЬЯСА МАГОМЕДОВИЧА БАЙРАМУКОВА""";369233, КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА, Р-Н КАРАЧАЕВСКИЙ, АУЛ УЧКУЛАН, УЛ. ИМ.МАГОМЕТА КАИТОВА, ЗД. 3;369233;КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА;;АУЛ УЧКУЛАН;;;;;Директор;Кипкеева Мариям Биляловна;;;85.14;Образование среднее общее;действующая
0903006275;090301001;1020900611401;"МБОУ ""СОШ А.ЭРКЕН-ХАЛК ИМ.САНГЛИБАЕВА М.А.""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА А. ЭРКЕН ХАЛК ИМ. САНГЛИБАЕВА М.А.""";369357, КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА, М.Р-Н НОГАЙСКИЙ, С.П. ЭРКЕН-ХАЛКСКОЕ, АУЛ ЭРКЕН-ХАЛК, УЛ. САНГЛИБАЕВА, Д. 38Б;369357;КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА;;С.П. ЭРКЕН-ХАЛКСКОЕ;;;;;Директор;Дюрменова Медине Джаугайтаровна;;;85.14;Образование среднее общее;действующая
0903006211;090301001;1020900611203;"МБОУ ""СОШ А.ЭРКЕН-ЮРТ ИМЕНИ СУЮНА ИМАМАЛИЕВИЧА КАПАЕВА""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА А.ЭРКЕН-ЮРТ ИМЕНИ СУЮНА ИМАМАЛИЕВИЧА КАПАЕВА""";369344, КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА, Р-Н НОГАЙСКИЙ, АУЛ ЭРКЕН-ЮРТ, УЛ. ЛЕНИНА, Д. 92;369344;КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА;;АУЛ ЭРКЕН-ЮРТ;;;;;Директор;Калмыков Артур Ажимурзович;;;85.14;Образование среднее общее;действующая
0903006331;090301001;1020900611160;"МБОУ ""СОШ А.ЭРСАКОН""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА А.ЭРСАКОН""";369362, КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА, Р-Н АДЫГЕ-ХАБЛЬСКИЙ, АУЛ ЭРСАКОН, УЛ. ЛЕНИНА, Д. 92;369362;КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА;;АУЛ ЭРСАКОН;;;;;Директор;Канкошев Беслан Джамботович;;;85.14;Образование среднее общее;действующая
0905007570;090501001;1020900777358;"МБОУ ""СОШ АУЛА ВЕРХНЯЯ МАРА""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА АУЛА ВЕРХНЯЯ МАРА""";369235, КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА, М.Р-Н КАРАЧАЕВСКИЙ, С.П. ВЕРХНЕ-МАРИНСКОЕ, АУЛ ВЕРХНЯЯ МАРА, УЛ. ГАГАРИНА, ЗД. 50;369235;КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА;;С.П. ВЕРХНЕ-МАРИНСКОЕ;;;;;Директор;Гаджаева Оксана Усеевна;;;85.14;Образование среднее общее;действующая
0905007690;090501001;1020900775840;"МБОУ ""СОШ АУЛА ВЕРХНЯЯ ТЕБЕРДА""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА АУЛА ВЕРХНЯЯ ТЕБЕРДА""";369232, КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА, Р-Н КАРАЧАЕВСКИЙ, АУЛ ВЕРХНЯЯ ТЕБЕРДА, УЛ. ШКОЛЬНАЯ, Д. 20;369232;КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА;;АУЛ ВЕРХНЯЯ ТЕБЕРДА;;;;;Директор;Текеева Хасанат Османовна;;;85.14;Образование среднее общее;действующая
0905007651;090501001;1020900775961;"МБОУ ""СОШ АУЛА КАМЕННОМОСТ""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА АУЛА КАМЕННОМОСТ""";369240, КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА, Р-Н КАРАЧАЕВСКИЙ, АУЛ КАМЕННОМОСТСКИЙ, УЛ АЛИЕВА, Д. 40, -;369240;КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА;;АУЛ КАМЕННОМОСТСКИЙ;;;;;Директор;Лайпанова Файзура Харуновна;;;85.14;Образование среднее общее;действующая
0905007620;090501001;1020900774641;"МБОУ ""СОШ АУЛА КАРТ-ДЖУРТ ИМ. У. АЛИЕВА""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА АУЛА КАРТ-ДЖУРТ ИМЕНИ УМАРА АЛИЕВА""";369236, КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА, Р-Н КАРАЧАЕВСКИЙ, АУЛ КАРТ-ДЖУРТ, УЛ. НАРЗАННАЯ, ЗД. 28;369236;КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА;;АУЛ КАРТ-ДЖУРТ;;;;;Директор;Биджиев Локман Касаевич;;;85.14;Образование среднее общее;действующая
0905007732;090501001;1020900774531;"МБОУ ""СОШ АУЛА НИЖНЯЯ МАРА""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА АУЛА НИЖНЯЯ МАРА""";369237, КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА, Р-Н КАРАЧАЕВСКИЙ, АУЛ НИЖНЯЯ МАРА, УЛ. ШКОЛЬНАЯ, ЗД. 1;369237;КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА;;АУЛ НИЖНЯЯ МАРА;;;;;Исполняющий обязанности директора;Лепшоков Энвер Алимджашарович;;;85.14;Образование среднее общее;действующая
0905007637;090501001;1020900774685;"МБОУ ""СОШ АУЛА НИЖНЯЯ ТЕБЕРДА""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА АУЛА НИЖНЯЯ ТЕБЕРДА""";369231, КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА, Р-Н КАРАЧАЕВСКИЙ, АУЛ НИЖНЯЯ ТЕБЕРДА, УЛ. ШКОЛЬНАЯ, ЗД. 1;369231;КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА;;АУЛ НИЖНЯЯ ТЕБЕРДА;;;;;Исполняющий обязанности директора;Куатов Харун Борисович;;;85.14;Образование среднее общее;действующая
0905007612;091601001;1020900777347;"МБОУ ""СОШ АУЛА ХУМАРА ИМ. К.Б. ДУГУЖЕВА""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА АУЛА ХУМАРА ИМЕНИ КУРМАНА БАХСИТОВИЧА ДУГУЖЕВА""";369225, КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА, Р-Н КАРАЧАЕВСКИЙ, АУЛ ХУМАРА, УЛ КУРОРТНАЯ, Д. 65;369225;КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА;;АУЛ ХУМАРА;;;;;Директор;Дугужев Хаджи-Мурат Хасинович;;;85.14;Образование среднее общее;действующая
0905007700;090501001;1020900774839;"МБОУ ""СОШ АУЛА ХУРЗУК ИМ. ОСМАНА КАСАЕВА""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА АУЛА ХУРЗУК ИМЕНИ ОСМАНА КАСАЕВА""";369234, КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА, Р-Н КАРАЧАЕВСКИЙ, АУЛ ХУРЗУК, УЛ. ДЖАТДАЯ БАЙРАМУКОВА, Д. 58;369234;КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА;;АУЛ ХУРЗУК;;;;;Исполняющая обязанности директора;Тохчукова Тасмина Магометовна;;;85.14;Образование среднее общее;действующая
0907006822;090701001;1030900952103;"МБОУ ""СОШ П. МАЙСКИЙ""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА П. МАЙСКИЙ""";369118, КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА, Р-Н ПРИКУБАНСКИЙ, П. МАЙСКИЙ, УЛ. ШОССЕЙНАЯ, ДВЛД. 1;369118;КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА;;П. МАЙСКИЙ;;;;;Директор;Сторожакова Лючана Николаевна;;;85.14;Образование среднее общее;действующая
0907006879;090701001;1020900691734;"МБОУ ""СОШ П. МИЧУРИНСКИЙ""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА П. МИЧУРИНСКИЙ""";369122, КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА, Р-Н ПРИКУБАНСКИЙ, П. МИЧУРИНСКИЙ, УЛ. ЦЕНТРАЛЬНАЯ, Д. 45;369122;КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА;;П. МИЧУРИНСКИЙ;;;;;Исполняющий обязанности директора;Блимготова Лариса Абдулкеримовна;;;85.14;Образование среднее общее;действующая
0904006278;090401001;1020900975347;"МБОУ ""СОШ П. НИЖНИЙ АРХЫЗ""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА П. НИЖНИЙ АРХЫЗ""";369167, КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА, Р-Н ЗЕЛЕНЧУКСКИЙ, П. НИЖНИЙ АРХЫЗ;369167;КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА;;П. НИЖНИЙ АРХЫЗ;;;;;Директор;Жугина Марина Анатольевна;;;85.14;Образование среднее общее;действующая
0917005137;091701001;1060917031977;"МБОУ ""СОШ П. ОКТЯБРЬСКИЙ""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА П. ОКТЯБРЬСКИЙ""";369113, КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА, Р-Н ПРИКУБАНСКИЙ, П. ОКТЯБРЬСКИЙ, УЛ. ИНТЕРНАЦИОНАЛЬНАЯ, Д. 1Б;369113;КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА;;П. ОКТЯБРЬСКИЙ;;;;;Директор;Темержанов Мурат Хасанбиевич;;;85.14;Образование среднее общее;действующая
0907006935;090701001;1020900691811;"МБОУ ""СОШ П.УДАРНЫЙ""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА П.УДАРНЫЙ""";369114, КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА, Р-Н ПРИКУБАНСКИЙ, ПГТ. УДАРНЫЙ, УЛ. ШКОЛЬНАЯ, ВЛД. 7;369114;КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА;;ПГТ. УДАРНЫЙ;;;;;Директор;Харенко Людмила Владимировна;;;85.14;Образование среднее общее;действующая
0903006162;090301001;1030900878568;"МБОУ ""СОШ П.ЭРКЕН-ШАХАР""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА П.ЭРКЕН-ШАХАР""";369341, КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА, Р-Н НОГАЙСКИЙ, П. ЭРКЕН-ШАХАР, УЛ. К.МИЖЕВОЙ, Д. 15;369341;КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА;;П. ЭРКЕН-ШАХАР;;;;;Директор;Канглиева Радима Борисовна;;;85.14;Образование среднее общее;действующая
0910003162;091801001;1020900751871;"МБОУ ""СОШ ПОС. БАВУКО""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА ПОС. БАВУКО""";369429, КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА, Р-Н ХАБЕЗСКИЙ, П. БАВУКО, УЛ. ШКОЛЬНАЯ, Д. 4;369429;КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА;;П. БАВУКО;;;;;Директор;Дугужева Айшат Владимировна;;;85.14;Образование среднее общее;действующая
0907006893;090701001;1020900691800;"МБОУ ""СОШ ПОС. КАВКАЗСКИЙ"" Д.А. СТАРИКОВА";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА ПОС. КАВКАЗСКИЙ"" ИМЕНИ ГЕРОЯ СОВЕТСКОГО СОЮЗА ДМИТРИЯ АЛЕКСАНДРОВИЧА СТАРИКОВА";369100, КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА, Р-Н ПРИКУБАНСКИЙ, П. КАВКАЗСКИЙ, УЛ. ТАТАРКУЛОВА, Д. 3;369100;КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА;;П. КАВКАЗСКИЙ;;;;;Директор;Арсланова Сайдат Сепералиевна;;;85.14;Образование среднее общее;действующая
0905007605;090501001;1020900774608;"МБОУ ""СОШ ПОС.НОВЫЙ КАРАЧАЙ ИМ.М.К.ЭЛЬКАНОВА""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА ПОС.НОВЫЙ КАРАЧАЙ ИМЕНИ МАГОМЕДА КАЗИЕВИЧА ЭЛЬКАНОВА""";369228, КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА, Р-Н КАРАЧАЕВСКИЙ, ПГТ НОВЫЙ КАРАЧАЙ, УЛ ПРИКУБАНСКАЯ, Д. 3;369228;КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА;;ПГТ НОВЫЙ КАРАЧАЙ;;;;;Директор;Татаркулова Фаризат Магомедовна;;;85.14;Образование среднее общее;действующая
0907006597;090701001;1020900692471;"МБОУ ""СОШ С. ИЛЬИЧЕВСКОЕ""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА С. ИЛЬИЧЕВСКОЕ""";369104, КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА, М.Р-Н ПРИКУБАНСКИЙ, С.П. ИЛЬИЧЕВСКОЕ, С. ИЛЬИЧЕВСКОЕ, УЛ. ШКОЛЬНАЯ, Д. 2;369104;КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА;;С.П. ИЛЬИЧЕВСКОЕ;;;;;Директор;Байрамукова Тамара Исхаковна;;;85.14;Образование среднее общее;действующая
0905007725;090501001;1020900775818;"МБОУ ""СОШ С. ИМ. КОСТА ХЕТАГУРОВА""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА СЕЛА ИМЕНИ КОСТА ХЕТАГУРОВА""";369220, КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА, Р-Н КАРАЧАЕВСКИЙ, С ИМЕНИ КОСТА ХЕТАГУРОВА, УЛ Л.С.КОЛИЕВА, Д. 12;369220;КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА;;С ИМЕНИ КОСТА ХЕТАГУРОВА;;;;;Директор;Кулаев Борис Черменович;;;85.14;Образование среднее общее;действующая
0907006910;090701001;1020900691822;"МБОУ ""СОШ С. НИКОЛАЕВСКОЕ""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА С. НИКОЛАЕВСКОЕ""";369121, КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА, Р-Н ПРИКУБАНСКИЙ, С. НИКОЛАЕВСКОЕ, УЛ. ШКОЛЬНАЯ, Д. 1;369121;КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА;;С. НИКОЛАЕВСКОЕ;;;;;директор;Узденов Азрет-Али Ахматович;;;85.14;Образование среднее общее;действующая
0907006903;091701001;1020900691778;"МБОУ ""СОШ С. ПРИВОЛЬНОЕ""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА С. ПРИВОЛЬНОЕ""";369121, КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА, М.Р-Н ПРИКУБАНСКИЙ, С.П. НИКОЛАЕВСКОЕ, С. ПРИВОЛЬНОЕ, УЛ. КОСМОНАВТОВ, Д. 24, КОРПУС А;369121;КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА;;С.П. НИКОЛАЕВСКОЕ;;;;;Директор;Сариева Шерифа Абдуловна;;;85.14;Образование среднее общее;действующая
0907005804;091701001;1020900692361;"МБОУ ""СОШ С. ПРИГОРОДНОЕ""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА С. ПРИГОРОДНОЕ""";369104, КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА, Р-Н ПРИКУБАНСКИЙ, С. ПРИГОРОДНОЕ, УЛ. ЦЕНТРАЛЬНАЯ, Д. 31;369104;КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА;;С. ПРИГОРОДНОЕ;;;;;Директор;Эбзеева Тамара Ногаевна;;;85.14;Образование среднее общее;действующая
0907006639;090701001;1020900692416;"МБОУ ""СОШ С. ПРИСТАНЬ""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА С. ПРИСТАНЬ""";369124, КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА, Р-Н ПРИКУБАНСКИЙ, С. ПРИСТАНЬ, УЛ. ДЖЕГУТИНСКАЯ, Д. 1;369124;КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА;;С. ПРИСТАНЬ;;;;;Директор;Узденова Людмила Тохтаровна;;;85.14;Образование среднее общее;действующая
0903006204;090301001;1020900611280;"МБОУ ""СОШ С. САДОВОЕ""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА С. САДОВОЕ""";369369, КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА, Р-Н АДЫГЕ-ХАБЛЬСКИЙ, С. САДОВОЕ, УЛ. ПОЛЕВАЯ, Д. 16;369369;КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА;;С. САДОВОЕ;;;;;Директор;Блимготова Эльвира Хиссаевна;;;85.14;Образование среднее общее;действующая
0907006861;090701001;1020900691789;"МБОУ ""СОШ С. СВЕТЛОЕ""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА С. СВЕТЛОЕ""";369117, КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА, Р-Н ПРИКУБАНСКИЙ, С. СВЕТЛОЕ, УЛ. А.БАЙЧОРОВА, Д. 23;369117;КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА;;С. СВЕТЛОЕ;;;;;Директор;Шаманова Фатима Х-Османовна;;;85.14;Образование среднее общее;действующая
0903006170;090301001;1020900611357;"МБОУ ""СОШ С. СПАРТА""";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА С. СПАРТА""";369345, КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА, Р-Н АДЫГЕ-ХАБЛЬСКИЙ, С. СПАРТА, УЛ. ЦЕНТРАЛЬНАЯ, Д. 33;369345;КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА;;С. СПАРТА;;;;;Директор;Болтенко Надежда Георгиевна;;;85.14;Образование среднее общее;действующая
