ИНН;КПП;ОГРН;Наименование краткое;Наименование полное;Адрес юридический;Индекс;Регион (область);Район;Город;Населённый пункт;E-mail;Телефоны;Сайт;Должность руководителя;ФИО руководителя;Численность работников;Численность на дату;ОКВЭД;ОКВЭД наименование;Статус
2430002324;243001001;1022401115516;"МКОУ ""СОЛОНЕЧНО-ТАЛИНСКАЯ ООШ""";"МУНИЦИПАЛЬНОЕ КАЗЁННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СОЛОНЕЧНО-ТАЛИНСКАЯ ОСНОВНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА""";;;Красноярский край;;;;;;;Директор;Васильева Ирина Викторовна;;;;;
2437002965;243701001;1022401069338;"МКОУ ""СТАРОТУРУХАНСКАЯ СШ""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СТАРОТУРУХАНСКАЯ СРЕДНЯЯ ШКОЛА""";;;Красноярский край;;;;;;;Исполняющий обязанности директора;Махенко Дина Ивановна;;;;;
2430001793;243001001;1022401115164;"МКОУ ""СТОЙБИНСКАЯ СОШ""";"МУНИЦИПАЛЬНОЕ КАЗЁННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СТОЙБИНСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА""";;;Красноярский край;;;;;;;Директор;Шумин Константин Сергеевич;;;;;
2437010099;243701001;1022401069327;"МКОУ ""СУРГУТИХИНСКАЯ СШ""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СУРГУТИХИНСКАЯ СРЕДНЯЯ ШКОЛА""";;;Красноярский край;;;;;;;Директор;Попова Светлана Сергеевна;;;;;
2405004906;240501001;1022401158042;"МКОУ ""СУРИКОВСКАЯ СОШ""";"МУНИЦИПАЛЬНОЕ КАЗЁННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СУРИКОВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА""";;;Красноярский край;;;;;;;Директор;Симонова Ольга Юрьевна;;;;;
2435004332;243501001;1022401037702;"МКОУ ""СУХОБУЗИМСКАЯ СШ ИМЕНИ ГЕРОЯ СОВЕТСКОГО СОЮЗА С.Н. ПОРТНЯГИНА""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СУХОБУЗИМСКАЯ СРЕДНЯЯ ШКОЛА ИМЕНИ ГЕРОЯ СОВЕТСКОГО СОЮЗА СЕРГЕЯ НИКОЛАЕВИЧА ПОРТНЯГИНА""";;;Красноярский край;;;;;;;Директор;Сергеева Екатерина Александровна;;;;;
2409001663;240901001;1022401156590;"МКОУ ""СУЧКОВСКАЯ СОШ""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СУЧКОВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА""";;;Красноярский край;;;;;;;Директор;Курчавый Александр Петрович;;;;;
2437003800;243701001;1062437002484;"МКОУ ""СШ Г. ИГАРКИ"" ИМ. В.П.АСТАФЬЕВА";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ШКОЛА ГОРОДА ИГАРКИ"" ИМЕНИ В.П.АСТАФЬЕВА";;;Красноярский край;;;;;;;Директор школы;Ольховская Ирина Александровна;;;;;
2449002663;244901001;1032400921497;"МКОУ ""СШ № 10"" П. СВЕТЛОГОРСК";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ШКОЛА №10"" ПОСЕЛКА СВЕТЛОГОРСК";;;Красноярский край;;;;;;;Исполняющий обязанности директора;Киршина Ольга Сергеевна;;;;;
2408003393;240801001;1022401038516;"МКОУ ""ТАЛОВСКАЯ СОШ""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ТАЛОВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА""";;;Красноярский край;;;;;;;Директор;Шинкоренко Татьяна Сергеевна;;;;;
2443020095;244301001;1022401160000;"МКОУ ""ТАРУТИНСКАЯ СШ""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ТАРУТИНСКАЯ СРЕДНЯЯ ШКОЛА""";;;Красноярский край;;;;;;;Директор;Войшель Ольга Анатольевна;;;;;
2408003442;240801001;1022401036349;"МКОУ ""ТИГИНСКАЯ  ООШ""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ТИГИНСКАЯ ОСНОВНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА""";;;Красноярский край;;;;;;;Директор;Зверева Александра Михайловна;;;;;
2437010067;243701001;1022401069316;"МКОУ ""ФАРКОВСКАЯ СШ""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ФАРКОВСКАЯ СРЕДНЯЯ ШКОЛА""";;;Красноярский край;;;;;;;Исполняющий обязанности директора;Нечаева Анна Анатольевна;;;;;
2421002053;242101001;1022400668267;"МКОУ ""ШАДРИНСКАЯ СОШ""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ  ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ШАДРИНСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА""";;;Красноярский край;;;;;;;Директор;Русских Светлана Анатольевна;;;;;
2408003354;240801001;1022401038505;"МКОУ ""ЮКСЕЕВСКАЯ СОШ""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЮКСЕЕВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА""";;;Красноярский край;;;;;;;Директор;Зырянова Екатерина Викторовна;;;;;
2443020063;244301001;1022401158812;"МКОУ ""ЯСТРЕБОВСКАЯ СШ""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЯСТРЕБОВСКАЯ СРЕДНЯЯ ШКОЛА""";;;Красноярский край;;;;;;;Директор;Лунёва Анастасия Николаевна;;;;;
2401004550;240101001;1022400508657;МКОУ АБАНСКАЯ ООШ №1;МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ АБАНСКАЯ ОСНОВНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №1;;;Красноярский край;;;;;;;Директор;Божков Андрей Арсентьевич;;;;;
2444300296;244401001;1022401222645;МКОУ АЛЕКСАНДРОВСКАЯ СОШ;МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ АЛЕКСАНДРОВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА;;;Красноярский край;;;;;;;Директор;Голубева Татьяна Александровна;;;;;
2407008381;240701001;1022400591817;МКОУ АНГАРСКАЯ СШ;МУНИЦИПАЛЬНОЕ КАЗЁННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ АНГАРСКАЯ СРЕДНЯЯ ШКОЛА;;;Красноярский край;;;;;;;Директор;Воеводина Татьяна Вячеславовна;;;;;
2401004359;240101001;1022400509053;МКОУ АПАНОКЛЮЧИНСКАЯ ООШ;МУНИЦИПАЛЬНОЕ КАЗЁННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ АПАНОКЛЮЧИНСКАЯ ОСНОВНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА;;;Красноярский край;;;;;;;Директор;Захарова Лариса Васильевна;;;;;
2407009770;240701001;1022400592026;МКОУ АРТЮГИНСКАЯ СШ;МУНИЦИПАЛЬНОЕ КАЗЁННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ АРТЮГИНСКАЯ СРЕДНЯЯ ШКОЛА;;;Красноярский край;;;;;;;Директор;Рябов Валерий Николаевич;;;;;
2423008011;242301001;1022400875310;МКОУ БЕЛОЯРСКАЯ ООШ №24;МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ БЕЛОЯРСКАЯ ОСНОВНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №24;;;Красноярский край;;;;;;;Директор;Прокопьева Татьяна Николаевна;;;;;
2401004800;240101001;1022400508789;МКОУ БЕРЕЗОВСКАЯ СОШ;МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ БЕРЕЗОВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА;;;Красноярский край;;;;;;;Директор;Шамрай Ольга Викторовна;;;;;
2407008335;240701001;1022400593995;МКОУ БОГУЧАНСКАЯ СШ № 1 ИМ. К.И. БЕЗРУКИХ;МУНИЦИПАЛЬНОЕ КАЗЁННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ БОГУЧАНСКАЯ СРЕДНЯЯ ШКОЛА № 1 ИМЕНИ КЛАВДИИ ИЛЬИНИЧНЫ БЕЗРУКИХ;;;Красноярский край;;;;;;;Директор;Демичева Татьяна Валентиновна;;;;;
2407009191;240701001;1022400594105;МКОУ БОГУЧАНСКАЯ СШ № 3;МУНИЦИПАЛЬНОЕ КАЗЁННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ БОГУЧАНСКАЯ СРЕДНЯЯ ШКОЛА № 3;;;Красноярский край;;;;;;;Директор школы;Борисова Любовь Владимировна;;;;;
2407009787;240701001;1022400592840;МКОУ БОГУЧАНСКАЯ СШ №2;МУНИЦИПАЛЬНОЕ КАЗЁННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ БОГУЧАНСКАЯ СРЕДНЯЯ ШКОЛА №2;;;Красноярский край;;;;;;;Директор;Софронова Лариса Владимировна;;;;;
2407009071;240701001;1022400592356;МКОУ БОГУЧАНСКАЯ СШ №4;МУНИЦИПАЛЬНОЕ КАЗЁННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ БОГУЧАНСКАЯ СРЕДНЯЯ ШКОЛА №4;;;Красноярский край;;;;;;;Директор;Пенкин Александр Николаевич;;;;;
2433002428;243301001;1022400781248;МКОУ БОЛЬШЕАРБАЙСКАЯ СОШ;МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ БОЛЬШЕАРБАЙСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА;;;Красноярский край;;;;;;;Директор;Карчушкина Галина Владимировна;;;;;
2455015653;245501001;1022401540127;МКОУ БОЛЬШЕИНСКАЯ СОШ №6 ИМЕНИ ГЕРОЯ СОВЕТСКОГО СОЮЗА А.М.НАЗАРОВА;МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ БОЛЬШЕИНСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №6 ИМЕНИ ГЕРОЯ СОВЕТСКОГО СОЮЗА АЛЕКСАНДРА МАКСИМОВИЧА НАЗАРОВА;;;Красноярский край;;;;;;;Директор;Челышева Оксана Петровна;;;;;
2414002969;241401001;1022400747918;МКОУ БОЛЬШЕКНЫШИНСКАЯ СОШ;МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ БОЛЬШЕКНЫШИНСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА;;;Красноярский край;;;;;;;Исполняющий обязанности директора;Епифанов Виктор Васильевич;;;;;
2455015565;245501001;1022401533747;МКОУ БОЛЬШЕНИЧКИНСКАЯ СОШ № 5;МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ БОЛЬШЕНИЧКИНСКАЯ СРЕДНЯЯ  ОБЩЕОБРАЗОВАТЕЛЬНАЯ  ШКОЛА № 5;;;Красноярский край;;;;;;;Директор;Лазарев Петр Иванович;;;;;
2414003105;241401001;1022400748182;МКОУ БОЛЬШЕТЕЛЕКСКАЯ ООШ;МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ БОЛЬШЕТЕЛЕКСКАЯ ОСНОВНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА;;;Красноярский край;;;;;;;директор;Погребняк Людмила Александровна;;;;;
2414002944;241401001;1022400747930;МКОУ БОЛЬШЕХАБЫКСКАЯ СОШ;МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ БОЛЬШЕХАБЫКСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА;;;Красноярский край;;;;;;;Директор;Васютина Екатерина Андреевна;;;;;
2444300338;244401001;1022401222799;МКОУ БУЛАТОВСКАЯ СОШ;МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ БУЛАТОВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА.;;;Красноярский край;;;;;;;Директор;Свидрицкий Юрий Владимирович;;;;;
2444300465;244401001;1022401222568;МКОУ ВАГИНСКАЯ СОШ;МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВАГИНСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА;;;Красноярский край;;;;;;;Директор;Никифорова Наталья Валерьевна;;;;;
2455015685;245501001;1022401540040;МКОУ ВЕРХНЕКОЙСКАЯ ООШ № 17;МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЕРХНЕКОЙСКАЯ ОСНОВНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 17;;;Красноярский край;;;;;;;Директор;Устинова Наталья Григорьевна;;;;;
2444300458;244401001;1022401222579;МКОУ ВЛАДИМИРОВСКАЯ СОШ;МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЛАДИМИРОВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА;;;Красноярский край;;;;;;;Директор;Лазько Юлия Михайловна;;;;;
2401004824;240101001;1022400508778;МКОУ ВОЗНЕСЕНСКАЯ ООШ;МУНИЦИПАЛЬНОЕ КАЗЁННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВОЗНЕСЕНСКАЯ ОСНОВНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА;;;Красноярский край;;;;;;;Директор;Майдукова Ольга Николаевна;;;;;
2433002354;243301001;1022400781193;МКОУ ВОЗНЕСЕНСКАЯ СОШ;МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВОЗНЕСЕНСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА;;;Красноярский край;;;;;;;Директор;Румянцева Галина Петровна;;;;;
2455015621;245501001;1022401539555;МКОУ ВОСТОЧЕНСКАЯ ООШ № 11;МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВОСТОЧЕНСКАЯ ОСНОВНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 11;;;Красноярский край;;;;;;;Директор;Афанасьева Татьяна Юрьевна;;;;;
2433002442;243301001;1022400781150;МКОУ ГЛАДКОВСКАЯ СОШ;МУНИЦИПАЛЬНОЕ КАЗЕННОЕ  ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГЛАДКОВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА;;;Красноярский край;;;;;;;Директор;Дольникова Татьяна Сергеевна;;;;;
2407009723;240701001;1022400594590;МКОУ ГОВОРКОВСКАЯ СШ;МУНИЦИПАЛЬНОЕ КАЗЁННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОВОРКОВСКАЯ СРЕДНЯЯ ШКОЛА;;;Красноярский край;;;;;;;Директор;Чуприна Евгения Петровна;;;;;
2407009480;240701001;1022400592235;МКОУ ГРЕМУЧИНСКАЯ СШ;МУНИЦИПАЛЬНОЕ КАЗЁННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГРЕМУЧИНСКАЯ СРЕДНЯЯ ШКОЛА;;;Красноярский край;;;;;;;Директор;Вяльцева Елена Владимировна;;;;;
2423008050;242301001;1022400877773;МКОУ ДЕТЛОВСКАЯ СОШ № 12;МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТЛОВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 12;;;Красноярский край;;;;;;;Директор;Добрачева Любовь Ивановна;;;;;
2414002920;241401001;1022400747951;МКОУ ДОБРОМЫСЛОВСКАЯ СОШ;МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДОБРОМЫСЛОВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА;;;Красноярский край;;;;;;;Директор;Бурнакова Эльвира Брониславовна;;;;;
2414003063;241401001;1022400748160;МКОУ ЕКАТЕРИНИНСКАЯ ООШ;МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ЕКАТЕРИНИНСКАЯ ОСНОВНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА;;;Красноярский край;;;;;;;Директор;Калабина Анна Владимировна;;;;;
8801008126;880101001;1028800004331;МКОУ ЕСШ ЭМР;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЕССЕЙСКАЯ СРЕДНЯЯ ШКОЛА"" ЭВЕНКИЙСКОГО МУНИЦИПАЛЬНОГО РАЙОНА КРАСНОЯРСКОГО КРАЯ";;;Красноярский край;;;;;;;Директор;Асанбаева Ольга Анатольевна;;;;;
2455015540;245501001;1022401539643;МКОУ ЖЕРЛЫКСКАЯ СОШ № 20 ИМЕНИ ГЕРОЯ СОВЕТСКОГО СОЮЗА А.Л. ЖУРАВЛЁВА;МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ЖЕРЛЫКСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 20 ИМЕНИ ГЕРОЯ СОВЕТСКОГО СОЮЗА АНДРИЯНА ЛУКИЧА ЖУРАВЛЁВА;;;Красноярский край;;;;;;;Директор;Власова Марина Федоровна;;;;;
2423008043;242301001;1022400875463;МКОУ ЖУРАВЛЁВСКАЯ НОШ № 23;МУНИЦИПАЛЬНОЕ КАЗЁННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ЖУРАВЛЁВСКАЯ НАЧАЛЬНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 23;;;Красноярский край;;;;;;;Исполняющий обязанности директора;Дригота Ирина Андреевна;;;;;
2420003135;242001001;1022400828416;МКОУ ЗАЛЕДЕЕВСКАЯ СОШ;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЗАЛЕДЕЕВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА""";;;Красноярский край;;;;;;;Директор;Бабичев Алексей Иванович;;;;;
